customer_id,total_transactions,total_volume,avg_transaction_amount,max_transaction_amount,cross_border_ratio,high_risk_country_ratio,cash_ratio,wire_ratio,unique_counterparties,kyc_risk,pep_flag,expected_monthly_volume,max_expected_ratio,risk_score,risk_level
CUST1052,49,80778.22,1648.5351020408164,8374.75,0.30612244897959184,0.061224489795918366,0.30612244897959184,0.14285714285714285,48,Medium,0,2972.5,6.573708999158956,67,High
CUST1053,49,113850.49,2323.479387755102,14317.81,0.3877551020408163,0.061224489795918366,0.10204081632653061,0.1836734693877551,47,Low,0,4768.71,6.603263775738093,50,Moderate
CUST1054,55,101203.13,1840.0569090909091,12531.02,0.38181818181818183,0.10909090909090909,0.2,0.12727272727272726,55,Medium,0,2508.65,11.44863572040739,57,Moderate
CUST1055,48,144605.61,3012.6168749999997,25730.8,0.375,0.10416666666666667,0.16666666666666666,0.0625,47,High,0,906.59,43.31241244664071,65,High
CUST1056,45,105822.86,2351.619111111111,19696.18,0.4666666666666667,0.06666666666666667,0.15555555555555556,0.2,45,High,0,3029.16,9.364955961388636,65,High
CUST1057,44,92002.82,2090.973181818182,12451.89,0.4318181818181818,0.09090909090909091,0.1590909090909091,0.11363636363636363,42,Low,0,5936.41,5.530103210526227,50,Moderate
CUST1058,59,136855.49,2319.5845762711865,14533.28,0.3728813559322034,0.0847457627118644,0.288135593220339,0.1016949152542373,57,Low,0,10170.67,2.586558211012647,45,Moderate
CUST1059,48,115060.29,2397.089375,11940.72,0.3125,0.020833333333333332,0.14583333333333334,0.16666666666666666,48,High,0,876.55,24.721350750099823,45,Moderate
CUST1060,49,97106.47,1981.764693877551,8674.06,0.3877551020408163,0.08163265306122448,0.1836734693877551,0.12244897959183673,48,High,0,19903.66,1.1408841388970672,50,Moderate
CUST1061,52,144451.55,2777.914423076923,15896.08,0.3269230769230769,0.07692307692307693,0.19230769230769232,0.09615384615384616,52,Low,0,1749.98,18.421879107189795,50,Moderate
CUST1062,56,211839.11,3782.84125,23780.44,0.48214285714285715,0.10714285714285714,0.10714285714285714,0.125,54,High,0,6782.03,15.844144009979312,65,High
CUST1063,54,132382.02,2451.518888888889,11975.84,0.42592592592592593,0.1111111111111111,0.1111111111111111,0.12962962962962962,51,Low,0,8121.16,2.729193859005364,35,Moderate
CUST1064,49,85446.7,1743.8102040816325,7546.28,0.3877551020408163,0.061224489795918366,0.14285714285714285,0.16326530612244897,49,Low,0,6897.82,2.4122316905921,35,Moderate
CUST1065,48,82839.53,1725.8235416666666,14043.74,0.2708333333333333,0.0625,0.25,0.20833333333333334,47,Medium,0,4012.83,6.568426771131596,67,High
CUST1066,49,105718.14,2157.51306122449,12628.26,0.4489795918367347,0.08163265306122448,0.2653061224489796,0.12244897959183673,48,Low,0,1711.42,10.57551623797782,60,High
CUST1067,45,81054.74,1801.2164444444445,8321.15,0.2222222222222222,0.044444444444444446,0.17777777777777778,0.17777777777777778,45,Low,0,5471.25,3.7248745716244005,30,Moderate
CUST1068,37,135891.69,3672.748378378378,40190.39,0.4594594594594595,0.13513513513513514,0.1891891891891892,0.13513513513513514,37,Low,1,2287.23,20.27295462196631,55,Moderate
CUST1069,49,90458.94,1846.1008163265305,10841.55,0.42857142857142855,0.12244897959183673,0.16326530612244897,0.1836734693877551,48,Low,0,706.45,26.757675702455938,50,Moderate
CUST1070,58,226889.58,3911.889310344827,24237.47,0.3448275862068966,0.05172413793103448,0.20689655172413793,0.15517241379310345,54,Low,0,22897.53,4.7248187904983645,50,Moderate
CUST1071,63,150535.13999999998,2389.4466666666663,15792.35,0.4126984126984127,0.12698412698412698,0.19047619047619047,0.1746031746031746,62,Low,0,5769.07,5.023497721469838,50,Moderate
CUST1072,48,102899.01,2143.729375,15422.19,0.3125,0.041666666666666664,0.10416666666666667,0.16666666666666666,47,Medium,0,11869.77,1.808356859484219,22,Low
CUST1073,54,181285.48,3357.1385185185186,24312.16,0.37037037037037035,0.16666666666666666,0.24074074074074073,0.2037037037037037,53,Low,0,2013.13,55.632090327003226,60,High
CUST1074,41,73240.79,1786.360731707317,6463.4,0.36585365853658536,0.07317073170731707,0.24390243902439024,0.14634146341463414,41,Medium,0,9451.01,1.5306131302368742,42,Moderate
CUST1075,49,108935.64,2223.176326530612,7758.93,0.3877551020408163,0.20408163265306123,0.24489795918367346,0.14285714285714285,48,Medium,0,10233.43,3.183987187091718,57,Moderate
CUST1076,50,72729.13,1454.5826000000002,9474.89,0.38,0.08,0.18,0.16,50,Low,0,10001.17,2.2115272513115967,35,Moderate
CUST1077,54,158177.37,2929.2105555555554,11571.83,0.35185185185185186,0.05555555555555555,0.2962962962962963,0.14814814814814814,54,Low,0,3591.11,12.31907126208888,60,High
CUST1078,42,80289.34999999999,1911.6511904761903,9898.13,0.5,0.14285714285714285,0.19047619047619047,0.047619047619047616,42,Low,0,1666.36,15.129245781223746,50,Moderate
CUST1079,44,171441.8,3896.4045454545453,18849.77,0.3181818181818182,0.06818181818181818,0.20454545454545456,0.22727272727272727,44,Low,0,3244.6,28.341142205510696,60,High
CUST1080,56,124201.52,2217.884285714286,20110.18,0.375,0.07142857142857142,0.19642857142857142,0.16071428571428573,56,Medium,0,869.75,47.73283127335441,57,Moderate
CUST1081,58,128960.46,2223.456206896552,18366.95,0.39655172413793105,0.06896551724137931,0.27586206896551724,0.13793103448275862,57,Low,0,1204.35,23.35280441732055,60,High
CUST1082,58,140235.66,2417.8562068965516,17059.67,0.3793103448275862,0.10344827586206896,0.2413793103448276,0.15517241379310345,56,Low,0,3865.17,7.843344535945379,50,Moderate
CUST1083,51,85853.7,1683.405882352941,12161.6,0.29411764705882354,0.0196078431372549,0.19607843137254902,0.09803921568627451,51,Medium,0,1911.4,8.909725855393951,37,Moderate
CUST1084,49,163698.65,3340.788775510204,40333.52,0.46938775510204084,0.04081632653061224,0.24489795918367346,0.12244897959183673,48,Low,0,3271.85,16.66212081849718,30,Moderate
CUST1085,61,135572.8,2222.504918032787,19835.42,0.4426229508196721,0.08196721311475409,0.22950819672131148,0.11475409836065574,60,Low,0,3391.92,8.332616924927473,50,Moderate
CUST1086,51,58921.37,1155.320980392157,5791.65,0.49019607843137253,0.0784313725490196,0.2549019607843137,0.11764705882352941,49,Medium,0,12771.52,1.2606854939740924,52,Moderate
CUST1087,45,100842.45999999999,2240.9435555555556,29728.19,0.24444444444444444,0.08888888888888889,0.2222222222222222,0.13333333333333333,44,Medium,0,8462.99,4.354748144568291,57,Moderate
CUST1088,49,110584.69,2256.8304081632655,26304.66,0.46938775510204084,0.10204081632653061,0.24489795918367346,0.12244897959183673,48,Low,0,3536.29,9.012377378552099,50,Moderate
CUST1089,50,115966.0,2319.32,11546.67,0.28,0.06,0.28,0.1,50,Medium,0,7988.71,2.551493294912445,52,Moderate
CUST1090,51,111691.0,2190.0196078431372,8577.32,0.27450980392156865,0.0392156862745098,0.27450980392156865,0.13725490196078433,51,Low,0,2193.35,12.258960038297582,40,Moderate
CUST1091,47,130979.91,2786.806595744681,15968.9,0.3829787234042553,0.1276595744680851,0.2978723404255319,0.10638297872340426,46,Low,0,2924.9,8.538418407466922,60,High
CUST1092,46,126925.49,2759.2497826086956,20540.49,0.43478260869565216,0.15217391304347827,0.1956521739130435,0.13043478260869565,46,Low,0,6579.05,4.6498339425904955,50,Moderate
CUST1093,69,144840.81,2099.1421739130433,25232.8,0.36231884057971014,0.057971014492753624,0.18840579710144928,0.17391304347826086,68,Low,0,1624.44,25.542340745118317,50,Moderate
CUST1094,50,104598.28,2091.9656,11813.7,0.44,0.1,0.38,0.1,48,Low,0,3037.11,8.094866501377954,60,High
CUST1095,38,65053.44,1711.9326315789474,10833.04,0.2894736842105263,0.02631578947368421,0.18421052631578946,0.15789473684210525,37,Medium,0,1542.95,17.82079782235328,27,Low
CUST1096,60,88211.96,1470.1993333333335,7851.96,0.4,0.03333333333333333,0.25,0.16666666666666666,60,Medium,0,3929.85,4.740244538595621,37,Moderate
CUST1097,39,89579.1,2296.9,10439.74,0.2564102564102564,0.05128205128205128,0.4358974358974359,0.10256410256410256,39,Low,0,10521.07,1.7449536976752364,35,Moderate
CUST1098,58,137712.52,2374.353793103448,12586.42,0.43103448275862066,0.10344827586206896,0.15517241379310345,0.1896551724137931,57,Medium,0,2233.08,15.81704641123471,57,Moderate
CUST1099,38,297194.14999999997,7820.898684210525,78479.98,0.5,0.13157894736842105,0.18421052631578946,0.15789473684210525,38,Low,0,4216.76,19.366437738927516,40,Moderate
CUST1100,57,78939.56,1384.9045614035088,7162.43,0.3157894736842105,0.017543859649122806,0.2807017543859649,0.12280701754385964,57,High,0,2031.93,7.820751699123494,55,Moderate
CUST1101,56,120201.53,2146.4558928571428,16739.4,0.3392857142857143,0.07142857142857142,0.17857142857142858,0.14285714285714285,54,Low,0,1724.67,16.901534786364927,50,Moderate
CUST1102,47,324549.35,6905.305319148935,89504.09,0.46808510638297873,0.14893617021276595,0.14893617021276595,0.3191489361702128,47,Low,0,1630.59,56.5807223152356,60,High
CUST1103,56,129209.27,2307.3083928571427,11040.51,0.30357142857142855,0.07142857142857142,0.14285714285714285,0.21428571428571427,55,Low,0,9373.0,3.8929979729008855,60,High
CUST1104,39,112079.42,2873.831282051282,16660.89,0.3333333333333333,0.07692307692307693,0.15384615384615385,0.1794871794871795,39,High,0,16908.69,1.9931922579454706,40,Moderate
CUST1105,37,80322.06999999999,2170.8667567567563,10619.31,0.2972972972972973,0.10810810810810811,0.2702702702702703,0.21621621621621623,37,Low,0,4983.95,4.454737708042817,60,High
CUST1106,61,139450.17,2286.0683606557377,12698.08,0.4098360655737705,0.14754098360655737,0.14754098360655737,0.18032786885245902,61,Medium,0,2285.66,10.465384177874224,57,Moderate
CUST1107,45,100528.86,2233.9746666666665,15150.31,0.4222222222222222,0.06666666666666667,0.2222222222222222,0.1111111111111111,45,High,0,5757.04,4.609943651598738,65,High
CUST1108,64,215210.87,3362.66984375,23306.18,0.5,0.09375,0.109375,0.125,63,High,0,2929.8,35.97369445013311,65,High
CUST1109,46,166185.56,3612.729565217391,10274.83,0.391304347826087,0.08695652173913043,0.3695652173913043,0.1956521739130435,45,Low,0,6129.75,9.136935437823729,60,High
CUST1110,50,87950.83,1759.0166,11299.55,0.44,0.14,0.28,0.2,49,Low,0,4399.06,4.060853909698889,60,High
CUST1111,50,84515.29,1690.3057999999999,7700.29,0.36,0.06,0.26,0.08,50,Medium,0,4366.9,3.067949804208936,67,High
CUST1112,51,122100.53,2394.1280392156864,10468.18,0.47058823529411764,0.058823529411764705,0.21568627450980393,0.17647058823529413,51,Medium,0,5403.11,7.2624729091208575,57,Moderate
CUST1113,62,97660.63,1575.1714516129034,8007.3,0.43548387096774194,0.08064516129032258,0.20967741935483872,0.0967741935483871,62,Low,0,2498.21,14.61359533425933,50,Moderate
CUST1114,52,109388.82,2103.631153846154,12497.39,0.3269230769230769,0.07692307692307693,0.17307692307692307,0.17307692307692307,52,Low,0,2799.4,8.916110595127526,50,Moderate
CUST1115,58,112411.79,1938.1343103448276,11830.55,0.3448275862068966,0.05172413793103448,0.20689655172413793,0.22413793103448276,57,Low,0,1189.38,24.023642570078525,60,High
CUST1116,59,395585.57,6704.840169491526,82008.79,0.4067796610169492,0.1694915254237288,0.3050847457627119,0.11864406779661017,57,Low,0,2731.99,48.656327438973065,60,High
CUST1117,44,104310.32,2370.689090909091,14160.26,0.36363636363636365,0.045454545454545456,0.29545454545454547,0.11363636363636363,44,Low,0,1444.45,18.00574613174565,40,Moderate
CUST1118,56,124345.86,2220.4617857142857,18713.98,0.35714285714285715,0.03571428571428571,0.19642857142857142,0.16071428571428573,54,Low,0,3314.15,11.128168610352578,30,Moderate
CUST1119,37,60670.49,1639.742972972973,7822.36,0.5135135135135135,0.08108108108108109,0.1891891891891892,0.1891891891891892,37,Low,0,1953.82,9.13111750314768,40,Moderate
CUST1120,59,115090.17,1950.6808474576271,10506.21,0.3898305084745763,0.1016949152542373,0.3728813559322034,0.11864406779661017,57,Low,0,3888.59,5.086031183539534,60,High
CUST1121,48,105627.9,2200.5812499999997,15582.01,0.3333333333333333,0.08333333333333333,0.2916666666666667,0.08333333333333333,46,Low,0,4888.33,5.716152551075726,60,High
CUST1122,45,315390.20999999996,7008.671333333333,89138.74,0.4,0.13333333333333333,0.2,0.13333333333333333,45,Low,0,1446.53,86.69446883230906,50,Moderate
CUST1123,48,96767.02,2015.9795833333335,16439.99,0.3958333333333333,0.08333333333333333,0.1875,0.1875,47,High,0,2146.02,10.89174844596043,65,High
CUST1124,38,68755.28,1809.3494736842106,10938.4,0.47368421052631576,0.10526315789473684,0.15789473684210525,0.10526315789473684,37,Low,0,1972.09,9.57806185316086,40,Moderate
CUST1125,51,115575.47,2266.18568627451,37982.92,0.4117647058823529,0.09803921568627451,0.19607843137254902,0.1568627450980392,50,Low,0,5914.85,7.467163157138389,50,Moderate
CUST1126,52,89526.64,1721.6661538461537,32371.36,0.3269230769230769,0.07692307692307693,0.23076923076923078,0.09615384615384616,51,Medium,0,11038.4,3.6204024133932453,57,Moderate
CUST1127,48,95859.95,1997.0822916666666,16013.01,0.3333333333333333,0.125,0.3125,0.041666666666666664,47,Low,0,6332.81,6.264909258291343,60,High
CUST1128,49,94464.04,1927.837551020408,8906.75,0.3877551020408163,0.08163265306122448,0.2857142857142857,0.16326530612244897,48,Low,0,2901.19,6.25678428506923,60,High
CUST1129,39,141789.07,3635.61717948718,21706.8,0.23076923076923078,0.07692307692307693,0.20512820512820512,0.2564102564102564,39,High,0,9435.69,8.932422536136732,65,High
CUST1130,47,107033.03,2277.298510638298,13229.0,0.3404255319148936,0.02127659574468085,0.2765957446808511,0.1276595744680851,44,High,0,1360.8,21.265307172251617,55,Moderate
CUST1131,61,157575.63999999998,2583.207213114754,16717.21,0.5409836065573771,0.03278688524590164,0.2786885245901639,0.16393442622950818,61,Medium,0,9648.74,3.457745778205237,47,Moderate
CUST1132,55,338420.23,6153.095090909091,67876.63,0.5454545454545454,0.14545454545454545,0.2,0.18181818181818182,54,Low,0,2376.68,51.28154400255819,50,Moderate
CUST1133,53,94005.04000000001,1773.68,8755.28,0.4339622641509434,0.1509433962264151,0.22641509433962265,0.22641509433962265,53,Low,0,597.53,34.07936003213228,60,High
CUST1134,39,60284.64,1545.76,6556.17,0.3076923076923077,0.07692307692307693,0.3333333333333333,0.1794871794871795,38,Low,0,20394.55,0.6848839518400749,35,Moderate
CUST1135,34,93412.84,2747.4364705882354,19679.43,0.4411764705882353,0.029411764705882353,0.29411764705882354,0.17647058823529413,34,Low,0,10154.93,3.1958270514912464,30,Moderate
CUST1136,44,93195.21,2118.0729545454546,11451.98,0.36363636363636365,0.045454545454545456,0.20454545454545456,0.1590909090909091,41,Low,0,1861.76,9.407743210725334,30,Moderate
CUST1137,48,110628.52,2304.7608333333333,10537.16,0.2916666666666667,0.0625,0.2708333333333333,0.125,48,Low,0,4063.73,4.867028567350685,60,High
CUST1138,51,126366.31999999999,2477.7709803921566,17592.78,0.5098039215686274,0.0784313725490196,0.11764705882352941,0.09803921568627451,50,Medium,0,3167.11,14.099961794822407,57,Moderate
CUST1139,41,103415.64,2522.3326829268294,23441.21,0.3902439024390244,0.12195121951219512,0.0975609756097561,0.04878048780487805,40,Low,1,3891.09,8.999778982238908,55,Moderate
CUST1140,52,119291.12,2294.06,14857.1,0.28846153846153844,0.07692307692307693,0.19230769230769232,0.19230769230769232,51,Low,0,1388.34,23.32986876413559,50,Moderate
CUST1141,46,111080.06999999999,2414.7841304347826,11532.78,0.391304347826087,0.06521739130434782,0.21739130434782608,0.08695652173913043,45,High,0,2337.95,15.3552086229389,65,High
CUST1142,41,87526.39,2134.79,10183.28,0.43902439024390244,0.14634146341463414,0.21951219512195122,0.0975609756097561,38,Low,0,4935.33,4.020815224108621,40,Moderate
CUST1143,50,342775.73,6855.5145999999995,67127.86,0.38,0.12,0.26,0.18,49,Low,0,4208.04,33.916174751190574,60,High
CUST1144,41,112157.34999999999,2735.5451219512192,38196.02,0.43902439024390244,0.0975609756097561,0.2926829268292683,0.07317073170731707,40,Low,0,7938.7,6.4482673485583275,50,Moderate
CUST1145,43,90830.68,2112.341395348837,9656.03,0.4883720930232558,0.06976744186046512,0.27906976744186046,0.16279069767441862,43,Medium,0,3834.67,5.219473905186105,67,High
CUST1146,54,86087.93,1594.2209259259257,7965.09,0.37037037037037035,0.1111111111111111,0.18518518518518517,0.14814814814814814,54,Medium,0,16764.09,1.0863786820519337,42,Moderate
CUST1147,37,81437.31,2201.0083783783784,8450.93,0.4864864864864865,0.08108108108108109,0.24324324324324326,0.13513513513513514,37,Low,0,2286.49,9.458147641144286,40,Moderate
CUST1148,52,134853.66,2593.3396153846156,19539.42,0.3269230769230769,0.11538461538461539,0.19230769230769232,0.15384615384615385,51,Medium,0,4309.45,7.328459548202208,57,Moderate
CUST1149,48,121849.99,2538.5414583333336,14718.73,0.4166666666666667,0.0625,0.20833333333333334,0.1875,47,Low,0,1047.74,29.9550651879283,50,Moderate
CUST1150,49,117948.20999999999,2407.106326530612,11800.57,0.42857142857142855,0.10204081632653061,0.22448979591836735,0.16326530612244897,47,Low,0,1612.37,15.540682349584772,50,Moderate
CUST1151,56,123212.37,2200.2208928571426,11244.99,0.48214285714285715,0.10714285714285714,0.25,0.07142857142857142,56,Medium,0,8634.68,4.422297062543139,57,Moderate
CUST1152,49,106995.78,2183.5873469387757,19701.06,0.3469387755102041,0.04081632653061224,0.16326530612244897,0.12244897959183673,48,High,0,1972.74,21.211898172085526,45,Moderate
CUST1153,55,109002.47,1981.863090909091,8778.83,0.43636363636363634,0.10909090909090909,0.2,0.14545454545454545,54,Medium,0,5140.67,4.67733777892765,57,Moderate
CUST1154,35,65403.03,1868.658,5585.68,0.4,0.02857142857142857,0.17142857142857143,0.14285714285714285,35,Medium,0,3497.66,4.537490779549756,27,Low
CUST1155,53,163714.18,3088.94679245283,23115.13,0.39622641509433965,0.1320754716981132,0.09433962264150944,0.09433962264150944,53,Low,0,1846.49,46.18068876625381,50,Moderate
CUST1156,44,80265.73999999999,1824.2213636363633,8235.5,0.3181818181818182,0.06818181818181818,0.22727272727272727,0.11363636363636363,43,Low,0,2903.4,7.245484604257078,50,Moderate
CUST1157,55,122381.97,2225.1267272727273,18472.04,0.38181818181818183,0.07272727272727272,0.23636363636363636,0.12727272727272726,55,High,0,2606.46,10.22780706398717,65,High
CUST1158,47,98821.66,2102.588510638298,9231.93,0.46808510638297873,0.19148936170212766,0.2978723404255319,0.1276595744680851,47,Low,0,2652.38,9.133770425052218,60,High
